iso,mode,site,trial,ms,status
2025-12-03T20:32:07Z,dot,https://eclipse.org,5,8,ok
2025-12-03T20:32:08Z,dot,https://eclipse.org,6,7,ok
2025-12-03T20:32:08Z,dot,https://eclipse.org,7,8,ok
2025-12-03T20:32:08Z,dot,https://eclipse.org,8,8,ok
2025-12-03T20:32:08Z,dot,https://eclipse.org,9,9,ok
2025-12-03T20:32:08Z,dot,https://eclipse.org,10,8,ok
2025-12-03T20:32:17Z,dot,https://r-project.org,1,8,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,2,7,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,3,8,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,4,7,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,5,7,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,6,8,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,7,8,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,8,7,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,9,8,ok
2025-12-03T20:32:18Z,dot,https://r-project.org,10,8,ok
